timestamp,cpu_percent,memory_mb,memory_percent,gpu_memory_mb,gpu_percent,temperature_c
1763314489.6901052,44.4,15656.37890625,23.9,4392.44970703125,26.809487688971284,0.0
1763314489.805036,25.0,15658.62890625,23.9,4392.44970703125,26.809487688971284,0.0
1763314489.9218502,25.0,15660.40234375,23.9,4621.21826171875,28.205785463468413,0.0
1763314490.0373101,25.0,15675.7734375,23.9,4621.21826171875,28.205785463468413,0.0
1763314490.1545615,0.0,15685.203125,23.9,4621.21826171875,28.205785463468413,0.0
1763314490.2715778,25.0,15705.09765625,24.0,4645.21826171875,28.35227039726409,0.0
1763314490.389759,25.0,15755.4375,24.1,4621.21826171875,28.205785463468413,0.0
1763314490.505934,12.5,15782.5625,24.1,4617.8330078125,28.18512343453764,0.0
1763314490.6219053,0.0,15803.7109375,24.1,5053.83349609375,30.846269378736036,0.0
1763314490.7400339,25.0,15847.828125,24.2,5053.83349609375,30.846269378736036,0.0
1763314490.8549385,0.0,15878.10546875,24.2,6787.9423828125,41.43047043979812,0.0
1763314490.9708357,50.0,15878.0859375,24.2,6787.9423828125,41.43047043979812,0.0
1763314491.0857465,100.0,15877.51171875,24.2,6787.9423828125,41.43047043979812,0.0
1763314491.198758,0.0,15901.4296875,24.3,6787.9423828125,41.43047043979812,0.0
1763314491.3133295,50.0,15896.62890625,24.3,4835.8330078125,29.515694916515034,0.0
1763314491.4289026,25.0,15915.4140625,24.3,4835.8330078125,29.515694916515034,0.0
1763314491.543199,0.0,15927.26953125,24.3,4835.8330078125,29.515694916515034,0.0
1763314491.6582422,33.3,15934.37890625,24.3,5711.8486328125,34.86249036785266,0.0
1763314491.7738044,40.0,15939.515625,24.3,7005.9423828125,42.76104192177552,0.0
1763314491.8897078,25.0,15939.015625,24.3,7005.9423828125,42.76104192177552,0.0
1763314492.0050526,12.5,15938.96484375,24.3,7005.9423828125,42.76104192177552,0.0
1763314492.1313448,0.0,15936.10546875,24.3,5489.9423828125,33.50807693701529,0.0
1763314492.2462096,0.0,15939.41796875,24.3,7005.9423828125,42.76104192177552,0.0
1763314492.3606472,50.0,15939.0546875,24.3,7005.9423828125,42.76104192177552,0.0
1763314492.47577,12.5,15944.0234375,24.3,7005.9423828125,42.76104192177552,0.0
1763314492.5899196,0.0,15940.9765625,24.3,5707.9580078125,34.83874378678813,0.0
1763314492.7103775,37.5,15939.7890625,24.3,6788.2705078125,41.432473163502365,0.0
1763314492.8325639,100.0,15939.11328125,24.3,6788.2705078125,41.432473163502365,0.0
1763314492.9484296,0.0,15938.26953125,24.3,6788.2705078125,41.432473163502365,0.0
1763314493.0638123,37.5,15938.22265625,24.3,6788.2705078125,41.432473163502365,0.0
1763314493.206433,50.0,15935.1015625,24.3,5272.2705078125,32.17950817874214,0.0
1763314493.3209975,0.0,15934.734375,24.3,4835.8330078125,29.515694916515034,0.0
1763314493.4378495,37.5,15946.83984375,24.3,4835.8330078125,29.515694916515034,0.0
1763314493.5563529,66.7,15944.671875,24.3,5707.8955078125,34.83836231560637,0.0
1763314493.682143,25.0,15944.1953125,24.3,7006.2705078125,42.76304464547976,0.0
1763314493.7953007,50.0,15944.13671875,24.3,7006.2705078125,42.76304464547976,0.0
1763314493.910332,12.5,15943.19921875,24.3,7006.2705078125,42.76304464547976,0.0
1763314494.0266967,0.0,15943.13671875,24.3,7006.2705078125,42.76304464547976,0.0
1763314494.1436841,37.5,15940.69140625,24.3,7006.2705078125,42.76304464547976,0.0
1763314494.2608948,0.0,15940.82421875,24.3,7006.2705078125,42.76304464547976,0.0
