request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
6256089e,intel_low_end,cpu,"Intel64 Family 15 Model 107 Stepping 1, GenuineIntel",8,63.96110153198242,GRID V100D-16A,77,17,20.100362811791385,1763309424.6937282,1763309954.2820706,529.5883424282074,21022.68359375,32.1,0.0,0.0,False,100.91799424901455,0.21526153592675462,5.2477097505668935,114,0.0,0.25,0.22,0.0,454.34,"[10, 113]",True,,int8,False,False,256,8
