request_id,hardware_tier,device_type,cpu_model,cpu_cores,total_memory_gb,gpu_name,text_length_chars,text_length_tokens,reference_audio_seconds,start_time,end_time,total_duration_s,peak_memory_mb,peak_memory_percent,peak_gpu_memory_mb,peak_temperature_c,throttle_detected,rtf,tokens_per_second,audio_duration_s,generated_tokens,peak_gpu_util_pct,fish_tokens_per_sec,fish_bandwidth_gb_s,fish_gpu_memory_gb,fish_generation_time_s,vq_features_shape,success,error_message,quantization_used,torch_compile_used,onnx_used,chunk_length,num_threads
28bd891e,intel_low_end,cuda,"Intel64 Family 15 Model 107 Stepping 1, GenuineIntel",8,63.96110153198242,GRID V100D-16A,77,17,20.100362811791385,1763314489.6651897,1763314538.934726,49.26953625679016,16759.671875,25.6,7006.2705078125,0.0,False,10.716474061535502,2.0296517401504532,4.597551020408163,100,42.76304464547976,3.08,2.65,7.37,32.46,"[10, 99]",True,,none,False,False,1024,4
