timestamp,cpu_percent,memory_mb,memory_percent,gpu_memory_mb,gpu_percent,temperature_c
1763309436.29398,100.0,19156.7109375,29.2,0.0,0.0,0.0
1763309436.4254937,100.0,19245.9296875,29.4,0.0,0.0,0.0
1763309436.5512054,62.5,19330.66796875,29.5,0.0,0.0,0.0
1763309436.6646743,0.0,19388.359375,29.6,0.0,0.0,0.0
1763309436.7991164,0.0,19388.55859375,29.6,0.0,0.0,0.0
1763309436.9177551,0.0,19387.48828125,29.6,0.0,0.0,0.0
1763309437.036005,77.8,19387.44921875,29.6,0.0,0.0,0.0
1763309437.1539013,0.0,19387.1171875,29.6,0.0,0.0,0.0
1763309437.2707374,75.0,19385.8828125,29.6,0.0,0.0,0.0
1763309437.3863294,0.0,19382.046875,29.6,0.0,0.0,0.0
1763309437.501871,75.0,19381.9765625,29.6,0.0,0.0,0.0
1763309437.6185267,55.6,19387.36328125,29.6,0.0,0.0,0.0
1763309437.7384713,50.0,19385.27734375,29.6,0.0,0.0,0.0
1763309437.8553627,0.0,19382.94921875,29.6,0.0,0.0,0.0
1763309437.9715638,50.0,19382.75390625,29.6,0.0,0.0,0.0
1763309438.0911574,0.0,19382.69140625,29.6,0.0,0.0,0.0
1763309438.2101965,100.0,19381.83203125,29.6,0.0,0.0,0.0
1763309438.4776444,100.0,19381.48828125,29.6,0.0,0.0,0.0
1763309438.6023138,100.0,19010.34765625,29.0,0.0,0.0,0.0
1763309438.9110994,100.0,19136.66015625,29.2,0.0,0.0,0.0
1763309439.1244235,100.0,19170.19921875,29.3,0.0,0.0,0.0
1763309439.3277137,100.0,19168.94140625,29.3,0.0,0.0,0.0
1763309439.6869829,100.0,19384.16015625,29.6,0.0,0.0,0.0
1763309439.98401,100.0,19382.2734375,29.6,0.0,0.0,0.0
1763309440.1770654,100.0,19382.33984375,29.6,0.0,0.0,0.0
1763309440.4167876,100.0,19380.359375,29.6,0.0,0.0,0.0
1763309440.6570342,100.0,19377.96484375,29.6,0.0,0.0,0.0
1763309440.7819347,100.0,19378.203125,29.6,0.0,0.0,0.0
1763309440.9142847,100.0,19381.3359375,29.6,0.0,0.0,0.0
1763309441.0491776,100.0,19385.21875,29.6,0.0,0.0,0.0
1763309441.195882,100.0,19387.16796875,29.6,0.0,0.0,0.0
1763309441.3271546,100.0,19389.50390625,29.6,0.0,0.0,0.0
1763309441.4603033,100.0,19389.52734375,29.6,0.0,0.0,0.0
1763309441.7081165,100.0,19386.33203125,29.6,0.0,0.0,0.0
